lead_id,created_date,source,course_interest,city,total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,current_stage,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert
LEAD01395,2024-01-14,google_ads,B.Com,Mumbai,6,1,1,0,0,39,15.6,10,engagement,7,8,1,7,C007,1,86
LEAD01396,2024-12-21,walk_in,B.Tech CS,Pune,2,0,0,0,0,29,32.4,16,verification,3,9,4,6,C010,0,
LEAD01397,2024-11-02,google_ads,BBA,Pune,6,11,4,1,1,57,3.6,9,verification,0,9,8,7,C007,1,22
LEAD01398,2025-02-11,google_ads,BBA,Delhi,6,5,5,1,0,64,40.3,10,payment,9,2,5,2,C002,1,8
LEAD01399,2025-11-24,facebook,B.Com,Chennai,0,7,3,0,1,32,,16,inquiry,17,12,3,4,C001,0,
LEAD01400,2025-05-20,google_ads,B.Tech CS,Chennai,4,0,0,0,0,2,71.4,28,application,13,12,10,1,C006,0,
LEAD01401,2024-05-23,google_ads,B.Tech CS,Hyderabad,2,12,2,0,0,46,5.8,0,payment,6,14,4,0,C007,1,56
LEAD01402,2024-07-12,google_ads,B.Tech CS,Pune,3,9,3,1,0,48,55.3,4,inquiry,11,11,4,3,C001,0,
LEAD01403,2025-08-13,google_ads,BBA,Bangalore,4,7,3,1,1,43,,15,admission,4,1,3,4,C010,1,84
LEAD01404,2023-12-27,google_ads,B.Com,Delhi,4,5,0,0,1,37,,28,inquiry,15,1,10,4,C004,0,
LEAD01405,2023-08-04,google_ads,MBA,Pune,3,7,3,0,0,36,66.0,3,engagement,3,14,5,1,C004,0,
LEAD01406,2023-12-09,facebook,BBA,Hyderabad,5,6,2,1,1,12,,22,enrollment,12,9,5,4,C004,1,74
LEAD01407,2023-01-26,referral,B.Tech CS,Pune,4,5,0,0,0,14,11.0,6,application,11,1,5,4,C008,0,
LEAD01408,2024-12-05,facebook,BBA,Mumbai,2,6,2,0,1,47,,22,payment,8,9,5,7,C003,1,82
LEAD01409,2024-01-06,referral,B.Com,Pune,7,4,2,0,1,3,41.3,5,engagement,9,10,8,0,C010,1,16
LEAD01410,2023-05-02,referral,B.Tech CS,Mumbai,3,7,2,1,0,5,66.2,3,payment,10,8,3,4,C006,1,42
LEAD01411,2024-12-21,referral,MBA,Hyderabad,0,3,2,0,0,21,54.7,9,engagement,5,13,1,2,C008,0,
LEAD01412,2025-03-25,website,BBA,Chennai,6,8,3,1,0,4,,4,application,6,0,7,5,C006,0,
LEAD01413,2023-10-18,referral,BBA,Mumbai,1,0,2,0,0,59,43.7,1,engagement,18,3,8,6,C007,0,
LEAD01414,2024-04-04,walk_in,MBA,Mumbai,6,8,2,0,1,54,2.0,10,application,19,9,0,1,C010,0,
LEAD01415,2023-06-19,facebook,M.Tech,Chennai,3,3,0,0,1,23,25.7,6,inquiry,19,0,0,5,C002,0,
LEAD01416,2023-08-20,walk_in,B.Tech CS,Delhi,3,0,0,0,0,8,,3,engagement,18,0,5,0,C010,0,
LEAD01417,2025-03-02,facebook,MBA,Bangalore,1,1,0,0,0,0,56.9,1,inquiry,16,11,0,4,C008,0,
LEAD01418,2024-05-22,google_ads,MBA,Bangalore,0,4,3,0,0,21,68.8,1,inquiry,12,12,6,1,C006,0,
LEAD01419,2023-12-11,referral,B.Tech CS,Mumbai,5,10,1,0,0,24,20.0,29,payment,1,10,5,6,C008,1,86
LEAD01420,2024-05-12,google_ads,M.Tech,Delhi,1,6,2,1,1,68,3.6,11,verification,13,1,2,2,C005,1,14
LEAD01421,2025-11-23,facebook,MBA,Chennai,3,4,1,1,1,64,14.9,23,engagement,8,3,10,1,C002,1,22
LEAD01422,2023-12-20,referral,BBA,Bangalore,2,8,0,0,1,11,15.7,4,verification,6,6,1,1,C004,0,
LEAD01423,2024-03-11,walk_in,B.Tech CS,Pune,0,4,0,0,1,71,,2,payment,11,8,4,0,C004,1,43
LEAD01424,2025-07-17,facebook,BBA,Chennai,0,9,5,1,1,22,45.0,12,enrollment,11,3,1,7,C010,1,54
LEAD01425,2024-06-10,google_ads,M.Tech,Delhi,4,8,2,1,1,43,63.1,17,inquiry,16,1,7,1,C010,0,
LEAD01426,2023-03-24,facebook,BBA,Pune,1,0,1,0,0,13,23.9,17,inquiry,6,4,1,0,C002,0,
LEAD01427,2024-09-04,google_ads,MBA,Pune,7,7,2,0,1,37,,24,enrollment,14,4,10,4,C002,1,16
LEAD01428,2023-10-22,referral,MBA,Delhi,2,7,1,1,1,22,,14,payment,4,0,5,3,C004,1,60
LEAD01429,2025-03-20,google_ads,BBA,Chennai,4,9,4,0,1,16,46.3,3,admission,2,14,1,2,C005,1,28
LEAD01430,2025-01-20,google_ads,B.Tech CS,Pune,1,4,0,0,0,0,,15,application,7,7,2,3,C001,0,
LEAD01431,2025-11-27,facebook,B.Com,Mumbai,5,10,3,1,0,49,34.0,22,inquiry,13,12,5,5,C008,0,
LEAD01432,2024-06-23,google_ads,B.Tech CS,Bangalore,6,5,2,0,1,31,21.5,16,payment,3,5,3,4,C003,1,14
LEAD01433,2025-11-17,referral,M.Tech,Delhi,0,6,3,0,1,78,56.4,29,engagement,20,9,3,2,C003,0,
LEAD01434,2025-04-13,walk_in,BBA,Pune,0,4,0,0,0,25,,0,inquiry,11,12,6,7,C005,0,
LEAD01435,2025-12-03,website,MBA,Chennai,2,0,2,1,0,17,69.6,20,inquiry,13,10,7,2,C006,0,
LEAD01436,2023-01-27,google_ads,M.Tech,Pune,2,0,2,0,0,5,15.7,15,engagement,2,12,4,1,C006,0,
LEAD01437,2023-04-18,referral,B.Tech CS,Hyderabad,3,1,6,1,0,29,34.9,30,engagement,20,7,10,5,C008,1,21
LEAD01438,2025-06-15,facebook,B.Tech CS,Hyderabad,1,9,3,0,0,42,10.1,30,engagement,19,14,2,3,C001,0,
LEAD01439,2024-06-19,google_ads,BBA,Hyderabad,3,8,4,0,1,65,69.6,15,inquiry,18,4,1,5,C008,0,
LEAD01440,2023-11-04,google_ads,BBA,Pune,9,10,2,0,1,48,64.4,17,inquiry,9,8,1,7,C004,1,62
LEAD01441,2024-08-21,walk_in,B.Tech CS,Delhi,0,3,0,0,0,0,,26,verification,18,14,7,1,C006,1,18
LEAD01442,2024-06-23,google_ads,BBA,Pune,8,7,1,1,1,30,,3,application,20,10,2,1,C005,0,
LEAD01443,2023-03-25,referral,BBA,Bangalore,10,5,1,1,1,53,55.6,28,payment,0,2,10,5,C010,1,56
LEAD01444,2024-07-10,google_ads,MBA,Hyderabad,3,9,2,1,0,46,9.0,19,verification,4,5,7,1,C004,1,61
LEAD01445,2023-12-02,walk_in,B.Tech CS,Delhi,0,4,0,0,1,19,12.5,29,admission,13,4,3,6,C004,1,63
LEAD01446,2025-06-07,referral,MBA,Bangalore,8,5,2,1,0,21,22.8,11,inquiry,13,8,0,5,C004,1,20
LEAD01447,2025-10-17,facebook,B.Tech CS,Mumbai,0,0,0,0,0,18,,21,verification,20,15,0,3,C002,0,
LEAD01448,2023-07-06,google_ads,MBA,Delhi,6,2,2,0,0,15,,18,engagement,10,10,4,5,C002,0,
LEAD01449,2024-05-24,google_ads,MBA,Mumbai,0,6,1,0,0,54,45.2,0,inquiry,16,15,0,5,C004,0,
LEAD01450,2023-04-14,website,B.Tech CS,Chennai,1,6,2,0,1,26,38.1,0,verification,3,11,2,6,C002,1,74
LEAD01451,2025-07-15,google_ads,M.Tech,Chennai,3,0,0,0,0,58,50.4,30,inquiry,2,11,6,6,C005,0,
LEAD01452,2025-11-05,facebook,B.Tech CS,Bangalore,3,6,2,0,0,17,19.1,18,engagement,10,15,9,7,C003,1,23
LEAD01453,2023-02-03,referral,B.Tech CS,Pune,0,4,0,0,0,44,59.7,1,enrollment,4,8,1,3,C001,1,48
LEAD01454,2023-06-02,walk_in,MBA,Delhi,5,7,3,1,1,70,,21,payment,11,14,4,2,C010,1,42
LEAD01455,2024-02-14,google_ads,B.Tech CS,Pune,2,5,2,0,0,0,1.1,16,payment,14,3,6,0,C005,1,25
LEAD01456,2024-07-17,google_ads,B.Tech CS,Pune,3,8,4,1,1,52,70.0,23,application,12,3,5,3,C004,1,44
LEAD01457,2024-12-19,referral,B.Tech CS,Hyderabad,1,5,3,0,0,22,59.0,2,payment,13,4,0,5,C001,1,32
LEAD01458,2025-01-10,walk_in,B.Tech CS,Mumbai,2,0,0,0,0,7,19.6,17,inquiry,14,10,9,1,C004,0,
LEAD01459,2024-06-05,referral,B.Tech CS,Chennai,6,13,4,0,1,59,,22,application,10,12,1,3,C008,1,41
LEAD01460,2024-10-25,referral,B.Tech CS,Chennai,2,7,3,1,1,14,,2,inquiry,10,1,8,2,C007,0,
LEAD01461,2024-06-16,referral,MBA,Chennai,0,3,2,1,0,31,65.3,10,engagement,5,8,1,0,C004,1,16
LEAD01462,2025-11-01,google_ads,B.Tech CS,Chennai,4,3,0,0,1,26,63.5,5,engagement,11,10,3,3,C007,1,42
LEAD01463,2023-10-06,walk_in,B.Com,Pune,7,4,2,0,1,39,66.0,14,verification,7,12,7,4,C007,1,55
LEAD01464,2024-09-28,facebook,B.Tech CS,Delhi,3,8,2,1,0,70,10.0,10,engagement,20,12,8,3,C004,0,
LEAD01465,2024-04-02,website,MBA,Mumbai,3,3,1,0,1,38,66.5,10,application,16,13,10,6,C001,0,
LEAD01466,2023-06-18,facebook,MBA,Delhi,6,7,4,1,1,46,10.4,3,verification,16,10,4,4,C008,0,
LEAD01467,2025-09-25,google_ads,B.Com,Pune,4,6,0,0,1,0,66.5,13,engagement,18,7,1,7,C001,0,
LEAD01468,2025-09-26,google_ads,M.Tech,Chennai,2,9,2,0,1,60,25.0,16,inquiry,18,15,2,3,C007,0,
LEAD01469,2025-04-08,google_ads,MBA,Bangalore,5,8,0,0,0,34,9.5,25,application,13,4,7,1,C001,0,
LEAD01470,2024-09-13,referral,B.Com,Pune,0,0,2,1,0,18,,15,application,18,6,10,5,C009,0,
LEAD01471,2024-01-22,facebook,BBA,Bangalore,1,4,2,0,1,24,45.7,4,payment,14,5,4,5,C003,1,88
LEAD01472,2024-06-04,facebook,B.Com,Hyderabad,0,0,2,0,0,0,66.1,29,engagement,16,9,6,7,C007,0,
LEAD01473,2024-12-25,referral,BBA,Chennai,5,10,5,1,1,85,54.8,2,inquiry,19,1,4,1,C005,0,
LEAD01474,2024-12-05,website,BBA,Chennai,2,2,3,0,0,23,,27,inquiry,6,0,3,2,C009,0,
LEAD01475,2024-12-27,referral,B.Tech CS,Pune,5,8,3,0,0,50,23.7,25,engagement,18,13,2,1,C008,0,
LEAD01476,2024-02-06,website,B.Tech CS,Mumbai,4,0,0,0,0,48,44.1,8,engagement,16,11,5,5,C001,0,
LEAD01477,2023-06-01,website,B.Tech CS,Bangalore,0,2,1,1,0,28,67.4,19,engagement,5,1,4,0,C004,0,
LEAD01478,2025-06-21,facebook,B.Com,Delhi,5,7,3,1,1,43,36.3,28,engagement,5,9,4,7,C002,0,
LEAD01479,2025-12-20,facebook,MBA,Pune,3,8,1,1,0,25,16.8,28,application,20,6,8,5,C003,0,
LEAD01480,2023-09-17,referral,B.Tech CS,Mumbai,2,0,1,1,0,5,71.8,6,engagement,3,10,10,2,C001,0,
LEAD01481,2024-05-24,facebook,MBA,Delhi,1,6,2,1,1,5,24.3,4,enrollment,13,2,1,7,C004,1,46
LEAD01482,2025-04-05,facebook,MBA,Bangalore,2,3,0,0,0,17,44.0,29,inquiry,9,8,3,5,C005,0,
LEAD01483,2023-12-20,google_ads,BBA,Mumbai,2,0,2,1,0,38,10.9,6,inquiry,7,7,4,0,C006,0,
LEAD01484,2023-06-15,referral,M.Tech,Mumbai,6,7,3,1,1,59,29.0,15,inquiry,20,7,9,0,C006,0,
LEAD01485,2023-06-05,facebook,B.Tech CS,Chennai,6,9,2,0,1,65,,28,enrollment,8,1,9,2,C004,1,63
LEAD01486,2025-08-08,google_ads,B.Tech CS,Hyderabad,3,6,2,0,1,0,,3,application,0,7,0,1,C005,0,
LEAD01487,2024-05-12,google_ads,BBA,Delhi,6,1,4,1,0,39,41.6,15,inquiry,16,3,0,7,C009,0,
LEAD01488,2024-12-21,website,B.Tech CS,Bangalore,0,6,2,1,1,25,10.7,16,admission,4,8,7,1,C003,1,75
LEAD01489,2024-01-27,facebook,B.Com,Mumbai,4,6,4,0,0,30,,7,enrollment,6,1,8,6,C010,1,18
LEAD01490,2024-07-19,website,MBA,Hyderabad,2,0,0,0,0,14,,23,inquiry,14,8,3,5,C004,0,
LEAD01491,2025-05-02,referral,BBA,Delhi,1,1,1,0,1,37,,2,payment,11,2,0,4,C007,1,55
LEAD01492,2023-01-18,google_ads,B.Tech CS,Chennai,0,6,0,0,0,15,21.4,21,engagement,0,6,1,3,C004,0,
LEAD01493,2023-03-02,referral,MBA,Chennai,0,0,0,0,0,0,69.9,28,verification,6,14,4,5,C003,0,
LEAD01494,2023-01-03,walk_in,MBA,Chennai,10,4,3,0,0,54,19.5,30,engagement,6,6,8,3,C009,1,47
LEAD01495,2023-12-21,referral,BBA,Hyderabad,5,9,3,0,1,96,,22,inquiry,6,15,5,6,C010,0,
LEAD01496,2023-09-19,website,MBA,Chennai,0,0,0,0,0,30,18.5,8,application,4,8,0,3,C006,0,
LEAD01497,2024-10-23,facebook,B.Com,Hyderabad,0,3,1,1,1,1,10.9,3,inquiry,19,4,2,0,C005,0,
LEAD01498,2025-01-01,google_ads,M.Tech,Hyderabad,0,4,2,1,0,38,,6,verification,20,8,2,1,C009,0,
LEAD01499,2023-04-25,google_ads,BBA,Pune,7,11,5,0,1,59,,25,payment,10,9,3,6,C004,1,64
LEAD01500,2024-12-19,website,BBA,Bangalore,1,1,2,1,1,51,17.0,25,engagement,15,15,7,3,C007,1,26
LEAD01501,2023-10-12,google_ads,B.Tech CS,Bangalore,6,3,2,1,0,27,52.5,27,admission,18,8,7,6,C008,1,48
LEAD01502,2025-09-16,website,MBA,Mumbai,8,5,1,1,1,10,33.7,7,verification,0,7,7,2,C005,0,
LEAD01503,2024-07-21,website,MBA,Mumbai,3,3,1,0,1,40,5.0,24,payment,7,14,2,4,C003,1,36
LEAD01504,2025-08-02,google_ads,B.Com,Chennai,6,12,1,1,1,51,20.5,23,admission,13,8,3,4,C001,1,41
LEAD01505,2025-11-14,google_ads,B.Tech CS,Hyderabad,2,4,0,0,1,18,,26,enrollment,6,11,9,6,C009,1,67
LEAD01506,2023-04-05,facebook,MBA,Mumbai,4,1,0,0,0,48,40.2,22,engagement,20,1,4,0,C009,0,
LEAD01507,2025-03-19,facebook,MBA,Chennai,0,2,0,0,1,62,,10,application,15,14,3,0,C002,0,
LEAD01508,2025-09-05,google_ads,BBA,Chennai,5,7,1,0,1,43,,27,application,3,1,0,3,C009,0,
LEAD01509,2025-01-06,referral,MBA,Pune,1,4,2,1,0,37,,24,engagement,9,10,7,4,C004,1,87
LEAD01510,2025-07-04,facebook,B.Tech CS,Delhi,5,5,3,0,0,10,42.8,25,enrollment,5,6,1,1,C009,1,83
LEAD01511,2023-12-18,facebook,BBA,Delhi,0,1,0,0,1,42,37.1,28,inquiry,7,11,7,2,C009,0,
LEAD01512,2024-05-21,referral,B.Tech CS,Chennai,5,5,3,1,0,59,27.7,22,inquiry,0,6,1,4,C010,0,
LEAD01513,2024-12-10,referral,M.Tech,Bangalore,3,6,3,0,0,52,,29,enrollment,6,7,10,4,C006,1,35
LEAD01514,2025-05-05,facebook,B.Tech CS,Pune,5,7,0,0,0,64,,18,application,9,11,7,2,C007,0,
LEAD01515,2024-12-12,referral,M.Tech,Pune,0,0,0,0,0,42,,29,application,17,3,2,0,C008,1,82
LEAD01516,2025-03-13,facebook,MBA,Hyderabad,4,6,1,0,1,25,38.4,22,engagement,19,12,2,7,C008,0,
LEAD01517,2025-06-17,facebook,B.Tech CS,Pune,3,13,2,1,0,60,35.1,21,admission,0,1,6,6,C006,1,48
LEAD01518,2024-06-24,referral,M.Tech,Hyderabad,6,7,3,1,1,10,,19,inquiry,20,14,5,6,C007,0,
LEAD01519,2023-08-10,google_ads,MBA,Bangalore,0,0,0,0,0,38,54.3,7,inquiry,6,15,9,3,C001,0,
LEAD01520,2023-05-17,facebook,B.Tech CS,Bangalore,5,0,0,0,0,69,,13,engagement,20,2,3,7,C004,0,
LEAD01521,2025-03-06,website,MBA,Pune,1,2,3,1,1,51,42.1,14,engagement,3,9,5,3,C006,0,
LEAD01522,2024-08-22,walk_in,M.Tech,Delhi,1,5,2,1,0,31,42.3,25,verification,12,12,8,2,C005,1,51
LEAD01523,2023-12-26,google_ads,MBA,Hyderabad,3,5,3,1,1,64,,21,verification,11,15,6,1,C006,0,
LEAD01524,2025-05-20,website,MBA,Pune,0,0,4,0,0,0,,21,engagement,20,1,8,6,C003,0,
LEAD01525,2024-08-19,facebook,B.Com,Hyderabad,4,1,2,1,0,13,,25,application,16,3,0,3,C010,0,
LEAD01526,2023-01-20,walk_in,B.Com,Pune,3,9,4,0,1,30,22.5,3,verification,12,8,4,4,C010,1,61
LEAD01527,2025-06-06,referral,B.Com,Delhi,0,0,1,1,0,0,,30,enrollment,7,14,9,1,C007,1,89
LEAD01528,2025-12-17,walk_in,B.Tech CS,Hyderabad,6,8,4,1,0,57,,7,admission,17,15,8,1,C007,1,45
LEAD01529,2023-07-09,website,MBA,Delhi,0,0,0,0,0,0,,14,verification,6,12,10,4,C001,0,
LEAD01530,2025-05-24,walk_in,BBA,Bangalore,5,10,4,1,1,34,,22,application,17,8,5,7,C003,0,
LEAD01531,2025-05-14,facebook,MBA,Hyderabad,2,7,3,0,0,37,18.8,3,application,3,6,7,1,C003,1,73
LEAD01532,2025-06-17,walk_in,B.Tech CS,Pune,3,0,0,0,0,0,,30,application,12,15,2,0,C006,0,
LEAD01533,2024-11-28,google_ads,MBA,Chennai,4,0,1,0,0,39,58.7,16,inquiry,18,1,0,4,C002,0,
LEAD01534,2024-06-27,google_ads,B.Com,Pune,7,12,4,0,1,86,,16,admission,6,8,2,5,C003,1,23
LEAD01535,2025-12-19,walk_in,MBA,Hyderabad,2,4,1,1,0,76,55.4,27,admission,11,8,6,4,C002,1,16
LEAD01536,2025-03-07,facebook,B.Tech CS,Pune,3,3,2,1,1,44,60.1,2,payment,7,0,6,0,C003,1,26
LEAD01537,2025-06-09,google_ads,B.Com,Chennai,9,8,4,1,0,86,47.4,20,inquiry,16,0,6,6,C005,0,
LEAD01538,2025-07-17,walk_in,B.Tech CS,Bangalore,5,8,2,1,1,38,,18,application,18,6,9,7,C009,0,
LEAD01539,2024-04-12,facebook,B.Tech CS,Chennai,7,10,2,0,1,48,51.0,30,enrollment,5,13,9,1,C010,1,79
LEAD01540,2025-05-13,website,B.Tech CS,Hyderabad,0,10,3,1,0,19,45.5,15,inquiry,10,11,5,4,C004,0,
LEAD01541,2025-02-23,walk_in,B.Tech CS,Hyderabad,6,0,2,1,0,48,37.0,11,engagement,16,14,6,2,C004,0,
LEAD01542,2024-12-19,facebook,MBA,Chennai,2,2,1,0,0,0,14.6,2,inquiry,0,7,3,6,C001,0,
LEAD01543,2024-09-13,facebook,B.Tech CS,Bangalore,3,10,4,0,0,4,58.0,8,engagement,9,10,1,1,C009,1,20
LEAD01544,2025-12-03,google_ads,B.Com,Hyderabad,1,0,0,0,0,36,32.9,1,inquiry,5,15,9,6,C002,0,
LEAD01545,2024-03-13,facebook,MBA,Pune,3,5,1,1,0,22,29.3,25,engagement,5,0,5,5,C009,0,
LEAD01546,2024-02-05,google_ads,BBA,Pune,1,5,3,1,0,5,60.7,14,verification,0,10,10,7,C006,1,57
LEAD01547,2025-04-20,referral,B.Tech CS,Chennai,0,2,0,0,0,2,62.2,17,verification,14,2,1,6,C010,0,
LEAD01548,2023-05-17,facebook,B.Tech CS,Bangalore,5,7,0,0,0,33,46.0,7,payment,11,3,10,5,C003,1,55
LEAD01549,2025-02-10,facebook,BBA,Mumbai,1,4,0,0,0,6,39.2,0,verification,12,11,5,5,C008,0,
LEAD01550,2024-08-03,facebook,B.Tech CS,Delhi,6,9,0,0,1,46,41.9,15,verification,16,15,6,3,C002,1,78
LEAD01551,2023-05-11,facebook,MBA,Mumbai,3,10,0,0,1,38,61.3,21,engagement,3,15,0,4,C001,0,
LEAD01552,2023-04-09,referral,BBA,Pune,0,0,0,0,0,14,26.6,8,engagement,10,14,0,5,C007,0,
LEAD01553,2024-03-27,walk_in,MBA,Chennai,0,0,3,1,0,0,46.4,9,application,1,14,9,7,C005,0,
LEAD01554,2023-04-12,referral,B.Tech CS,Pune,0,0,0,0,0,0,3.5,21,application,9,9,9,5,C005,0,
LEAD01555,2024-06-03,google_ads,BBA,Pune,4,3,4,1,0,44,5.5,8,engagement,4,10,4,1,C001,0,
LEAD01556,2025-01-22,google_ads,MBA,Pune,0,7,2,0,0,25,11.1,4,admission,10,12,4,7,C005,1,31
LEAD01557,2023-04-13,google_ads,MBA,Hyderabad,0,1,2,1,0,12,20.5,27,admission,18,3,4,0,C001,1,16
LEAD01558,2023-04-20,facebook,MBA,Chennai,7,1,2,0,1,42,,2,payment,3,8,3,4,C007,1,89
LEAD01559,2025-05-20,google_ads,B.Tech CS,Delhi,6,6,2,1,0,41,46.1,26,engagement,20,14,10,5,C004,0,
LEAD01560,2024-03-13,facebook,MBA,Mumbai,5,10,4,0,0,65,62.4,7,inquiry,17,12,8,2,C004,0,
LEAD01561,2024-02-14,google_ads,MBA,Chennai,0,1,1,0,0,15,28.5,20,engagement,3,3,1,4,C009,0,
LEAD01562,2025-04-15,google_ads,M.Tech,Mumbai,0,2,1,1,0,18,,9,inquiry,3,6,1,3,C002,0,
LEAD01563,2023-01-03,walk_in,B.Tech CS,Pune,4,6,2,0,0,27,,19,verification,12,10,3,2,C003,0,
LEAD01564,2024-02-26,referral,MBA,Hyderabad,3,7,1,1,1,84,52.2,24,engagement,13,14,3,5,C005,1,9
LEAD01565,2025-02-24,walk_in,B.Com,Pune,2,4,0,0,0,38,53.8,24,inquiry,11,4,7,1,C005,0,
LEAD01566,2025-02-06,google_ads,M.Tech,Delhi,3,10,3,1,1,32,57.1,14,engagement,17,5,1,7,C004,0,
LEAD01567,2024-03-07,google_ads,MBA,Mumbai,4,5,3,0,0,40,26.1,17,engagement,18,9,1,4,C007,0,
LEAD01568,2023-05-05,google_ads,BBA,Chennai,6,6,2,1,1,7,63.7,13,payment,13,10,2,0,C010,1,70
LEAD01569,2023-11-22,referral,MBA,Hyderabad,2,9,4,0,0,62,21.7,22,verification,13,9,4,4,C001,1,66
LEAD01570,2024-12-20,facebook,M.Tech,Chennai,3,7,0,0,1,50,33.3,6,application,17,9,1,3,C010,0,
LEAD01571,2025-02-08,google_ads,B.Tech CS,Hyderabad,4,4,2,1,1,46,10.1,12,verification,20,14,1,2,C009,0,
LEAD01572,2023-09-27,walk_in,MBA,Mumbai,3,2,2,1,1,47,,27,inquiry,10,13,6,7,C006,0,
LEAD01573,2023-12-24,google_ads,B.Tech CS,Bangalore,2,0,0,0,0,44,,18,application,3,13,10,6,C005,1,56
LEAD01574,2023-01-21,facebook,B.Com,Chennai,2,0,1,0,0,15,46.3,7,inquiry,17,12,4,2,C010,0,
LEAD01575,2024-10-10,facebook,MBA,Mumbai,2,5,2,0,1,26,46.5,4,engagement,12,14,6,0,C006,1,30
LEAD01576,2025-05-28,walk_in,MBA,Delhi,5,7,4,1,1,34,29.1,24,application,15,10,2,1,C006,0,
LEAD01577,2025-02-08,google_ads,B.Tech CS,Bangalore,1,6,2,0,0,46,2.5,15,engagement,12,9,8,4,C008,0,
LEAD01578,2025-07-20,facebook,B.Tech CS,Pune,5,5,5,1,1,72,65.5,18,engagement,19,7,6,5,C006,0,
LEAD01579,2025-04-24,website,B.Tech CS,Hyderabad,3,1,3,1,1,26,20.5,0,payment,3,13,1,6,C006,1,31
LEAD01580,2025-04-05,google_ads,MBA,Delhi,5,10,3,0,1,32,13.3,8,inquiry,17,8,2,2,C006,0,
LEAD01581,2024-12-08,referral,B.Com,Hyderabad,3,0,0,0,0,0,66.0,5,engagement,0,5,2,7,C010,1,56
LEAD01582,2023-07-20,referral,MBA,Mumbai,1,0,3,1,0,21,5.6,15,inquiry,12,13,5,5,C007,0,
LEAD01583,2025-05-11,google_ads,B.Tech CS,Chennai,1,3,2,0,0,58,,16,engagement,5,0,0,6,C007,0,
LEAD01584,2025-10-13,google_ads,B.Tech CS,Hyderabad,4,5,0,0,1,7,8.7,26,inquiry,20,0,2,6,C010,0,
LEAD01585,2024-02-20,google_ads,B.Tech CS,Hyderabad,4,6,3,1,0,65,11.1,16,engagement,13,14,3,4,C010,0,
LEAD01586,2023-08-09,google_ads,B.Tech CS,Hyderabad,6,3,1,1,0,36,33.2,30,application,2,4,6,4,C009,0,
LEAD01587,2023-06-18,google_ads,B.Tech CS,Chennai,4,5,1,0,0,5,26.8,12,inquiry,13,5,3,7,C001,0,
LEAD01588,2023-07-15,referral,MBA,Chennai,7,1,4,0,1,43,34.7,8,verification,20,3,8,1,C010,1,82
LEAD01589,2024-07-15,facebook,BBA,Bangalore,5,10,0,0,0,53,40.8,12,inquiry,14,11,5,3,C005,0,
LEAD01590,2023-08-02,google_ads,MBA,Mumbai,6,8,1,1,0,31,64.1,14,admission,11,0,0,1,C002,1,7
LEAD01591,2024-07-09,google_ads,B.Tech CS,Bangalore,5,5,5,0,1,64,47.1,4,payment,10,6,6,0,C006,1,58
LEAD01592,2024-04-09,google_ads,BBA,Chennai,3,3,3,0,0,18,33.3,15,application,10,11,5,4,C009,0,
LEAD01593,2025-01-12,facebook,M.Tech,Delhi,0,0,1,0,0,0,,29,inquiry,7,13,8,6,C001,0,
LEAD01594,2025-04-01,facebook,B.Tech CS,Bangalore,0,0,2,1,0,0,27.1,0,inquiry,8,0,0,2,C010,0,
LEAD01595,2025-01-18,referral,B.Com,Chennai,3,4,2,1,0,0,66.5,26,admission,6,13,3,6,C003,1,30
LEAD01596,2025-11-22,referral,BBA,Hyderabad,1,0,1,0,0,0,,27,verification,1,3,1,7,C003,0,
LEAD01597,2024-04-08,facebook,B.Tech CS,Pune,2,6,3,1,1,27,29.6,25,application,20,12,4,2,C004,1,38
LEAD01598,2023-05-14,website,MBA,Hyderabad,1,1,0,0,1,8,,9,inquiry,20,13,10,7,C006,0,
LEAD01599,2025-09-07,walk_in,B.Tech CS,Pune,7,9,2,0,0,47,,3,verification,20,8,4,1,C010,0,
LEAD01600,2024-02-18,facebook,MBA,Mumbai,5,12,5,1,1,64,22.8,15,engagement,16,13,6,6,C003,0,
LEAD01601,2025-09-03,google_ads,MBA,Delhi,0,1,4,0,0,12,63.8,29,engagement,7,4,3,6,C005,1,10
LEAD01602,2024-07-17,facebook,B.Com,Chennai,3,6,3,0,0,31,,5,payment,6,4,6,1,C003,1,11
LEAD01603,2023-01-10,google_ads,B.Tech CS,Bangalore,1,10,1,0,1,32,60.8,1,verification,18,5,6,5,C004,0,
LEAD01604,2025-01-18,facebook,MBA,Hyderabad,2,3,1,0,0,23,29.6,3,payment,11,4,6,7,C007,1,54
LEAD01605,2024-09-16,facebook,MBA,Chennai,0,4,4,0,0,61,41.4,23,engagement,19,3,2,4,C006,0,
LEAD01606,2025-07-22,walk_in,B.Com,Pune,4,3,1,1,1,39,21.8,16,application,8,15,1,2,C008,0,
LEAD01607,2023-12-05,facebook,BBA,Bangalore,3,11,0,0,0,0,67.7,6,inquiry,6,10,6,7,C010,0,
LEAD01608,2024-11-01,facebook,B.Tech CS,Pune,2,3,1,0,0,46,6.5,11,inquiry,16,12,6,0,C003,0,
LEAD01609,2024-04-14,facebook,B.Tech CS,Delhi,2,6,2,0,0,23,31.1,12,verification,0,12,6,4,C003,0,
