total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,engagement_score,is_fast_responder,stage_numeric,total_stage_days,source_quality_score,has_high_form_completion,converted
10,4,3,0,0,54,19.5,30,6,6,8,3,5.666666666666667,0,2,23,4,0,1
5,1,1,1,1,63,36.1,25,7,4,1,4,2.3333333333333335,0,2,16,3,0,1
0,6,3,0,1,78,56.4,29,20,9,3,2,3.0,0,2,34,5,1,0
2,0,0,0,0,1,35.0,27,13,0,3,0,0.6666666666666666,0,1,16,3,0,0
5,5,3,1,1,31,41.4,18,20,1,3,7,4.333333333333333,0,1,31,3,0,0
3,5,0,0,0,17,71.8,14,4,5,10,4,2.6666666666666665,0,1,23,5,0,0
5,8,2,1,0,10,69.3,3,10,11,10,6,5.0,0,7,37,3,0,1
1,6,1,1,0,18,62.7,28,18,1,7,6,2.6666666666666665,0,2,32,2,0,1
1,5,1,0,0,33,31.9,16,19,3,3,5,2.3333333333333335,0,1,30,3,0,0
2,6,0,0,0,21,64.9,19,20,11,3,1,2.6666666666666665,0,2,35,3,0,0
7,4,1,1,1,28,,18,12,5,9,4,4.0,0,1,30,3,0,0
4,6,0,0,0,3,13.9,12,9,14,10,1,3.3333333333333335,0,6,34,1,0,1
1,2,1,0,0,15,3.1,1,14,5,6,7,1.3333333333333333,1,1,32,1,0,0
2,1,3,1,1,2,41.0,2,10,3,8,3,2.0,0,1,24,1,0,0
3,5,0,0,0,24,52.8,6,16,14,8,0,2.6666666666666665,0,2,38,1,0,0
3,4,1,0,0,55,67.2,6,1,14,6,6,2.6666666666666665,0,7,27,3,0,1
3,9,0,0,0,63,,16,3,7,3,0,4.0,0,3,13,5,0,0
1,0,2,1,0,13,,12,20,8,7,1,1.0,0,2,36,1,0,0
0,9,2,1,1,2,48.3,1,20,9,5,0,3.6666666666666665,0,1,34,1,0,0
2,2,4,1,1,0,,29,14,4,4,7,2.6666666666666665,0,6,29,3,0,1
0,1,0,0,1,0,61.5,17,0,15,7,7,0.3333333333333333,0,1,29,5,0,0
1,2,0,0,0,27,,29,20,3,2,0,1.0,0,2,25,3,0,0
1,6,0,0,0,0,69.7,26,9,12,2,4,2.3333333333333335,0,1,27,3,0,0
0,5,2,0,0,9,,14,8,1,10,2,2.3333333333333335,0,7,21,3,0,1
0,6,3,0,0,0,26.4,16,1,11,4,0,3.0,0,2,16,2,0,0
4,9,4,0,1,50,57.0,3,6,13,7,0,5.666666666666667,0,4,26,3,0,1
0,3,2,0,0,39,8.9,2,8,7,9,1,1.6666666666666667,0,4,25,1,0,0
2,0,1,1,0,5,71.8,6,3,10,10,2,1.0,0,2,25,5,0,0
0,5,1,1,0,13,45.4,18,0,8,0,6,2.0,0,2,14,2,0,0
3,3,0,0,1,33,37.0,12,16,1,8,3,2.0,0,3,28,5,0,1
1,8,1,0,1,8,25.4,7,13,4,3,5,3.3333333333333335,0,1,25,3,0,0
3,2,3,1,1,35,34.3,2,5,10,0,1,2.6666666666666665,0,6,16,4,0,1
3,8,1,0,0,65,57.8,29,3,0,3,3,4.0,0,4,9,4,0,0
5,3,1,1,1,31,,8,14,11,9,6,3.0,0,2,40,3,0,1
5,7,1,1,1,22,,18,14,3,6,6,4.333333333333333,0,2,29,1,0,0
5,4,3,1,0,28,22.7,8,6,0,5,6,4.0,0,2,17,3,0,1
6,8,4,0,1,73,22.8,28,3,9,6,1,6.0,0,7,19,3,1,1
4,7,3,0,0,38,56.1,29,1,3,7,5,4.666666666666667,0,3,16,2,0,1
3,3,2,0,1,44,58.1,14,8,0,3,2,2.6666666666666665,0,2,13,1,0,0
1,5,0,0,1,6,,23,3,7,5,1,2.0,0,1,16,1,0,0
0,6,3,0,0,65,55.7,27,15,6,7,4,3.0,0,4,32,3,0,0
0,0,0,0,0,14,18.8,24,6,1,0,3,0.0,0,1,10,3,0,0
3,5,2,1,0,13,68.6,14,10,14,9,6,3.3333333333333335,0,3,39,5,0,1
0,4,4,0,0,42,50.4,29,3,3,9,1,2.6666666666666665,0,1,16,2,0,0
5,7,3,1,0,36,12.7,9,13,4,1,0,5.0,0,1,18,2,0,0
3,6,4,1,1,5,,5,15,14,10,5,4.333333333333333,0,1,44,2,0,0
8,9,4,1,1,88,48.2,27,20,12,2,6,7.0,0,3,40,5,1,1
2,0,2,0,0,5,1.1,17,0,4,9,7,1.3333333333333333,1,7,20,3,0,1
3,0,2,0,0,13,53.3,6,3,11,2,1,1.6666666666666667,0,1,17,1,0,0
2,11,3,1,0,69,,27,12,12,0,5,5.333333333333333,0,3,29,2,0,1
5,5,0,0,0,51,34.2,12,2,1,6,1,3.3333333333333335,0,1,10,5,0,0
6,7,1,0,0,11,,18,9,12,7,3,4.666666666666667,0,1,31,1,0,0
5,7,2,1,1,59,26.4,23,1,3,0,6,4.666666666666667,0,2,10,2,0,0
3,0,4,1,0,0,41.4,20,11,8,7,5,2.3333333333333335,0,3,31,1,0,0
0,0,2,1,0,0,44.8,19,20,10,5,4,0.6666666666666666,0,1,39,3,0,0
1,3,1,1,1,3,43.5,23,10,1,6,3,1.6666666666666667,0,4,20,3,0,1
6,5,1,0,0,0,38.2,16,20,3,2,0,4.0,0,4,25,5,0,0
1,4,3,0,0,17,55.7,21,4,10,2,6,2.6666666666666665,0,3,22,1,0,0
5,7,4,0,0,48,,3,17,11,0,4,5.333333333333333,0,2,32,4,0,0
0,4,0,0,0,24,40.3,21,19,6,10,0,1.3333333333333333,0,1,35,3,0,0
2,3,1,1,0,59,,27,12,11,4,5,2.0,0,3,32,1,0,0
8,3,4,1,0,36,43.0,27,19,2,0,6,5.0,0,4,27,5,0,0
3,9,5,1,0,45,16.5,21,12,10,3,0,5.666666666666667,0,1,25,3,0,0
4,8,6,0,1,58,18.1,11,16,15,5,4,6.0,0,2,40,3,0,0
5,13,1,1,1,74,56.0,27,14,8,0,6,6.333333333333333,0,5,28,5,1,1
1,4,2,0,0,34,40.8,17,9,2,3,1,2.3333333333333335,0,2,15,1,0,0
0,0,0,0,0,24,51.9,3,5,2,1,2,0.0,0,5,10,2,0,1
2,3,1,1,0,0,,26,16,12,9,2,2.0,0,1,39,5,0,0
4,4,2,1,0,26,,23,13,15,5,3,3.3333333333333335,0,1,36,5,0,1
4,12,2,1,1,32,62.2,23,15,9,1,0,6.0,0,4,25,5,0,0
0,3,1,0,1,0,32.4,22,10,1,0,1,1.3333333333333333,0,3,12,2,0,0
4,4,4,0,1,60,39.6,26,18,8,0,7,4.0,0,3,33,3,0,0
0,2,1,0,0,19,3.8,27,0,10,0,5,1.0,1,1,15,2,0,0
0,0,2,1,0,27,49.1,12,13,9,9,0,0.6666666666666666,0,1,31,5,0,0
4,0,0,0,0,0,26.7,22,11,10,4,6,1.3333333333333333,0,4,31,3,0,0
4,6,4,1,1,29,46.7,29,2,7,4,2,4.666666666666667,0,3,15,2,0,1
2,6,3,0,1,41,66.5,4,15,14,5,4,3.6666666666666665,0,5,38,4,0,1
2,0,0,0,0,38,47.0,6,19,1,9,4,0.6666666666666666,0,1,33,3,0,0
7,5,2,0,0,44,45.0,4,8,13,7,4,4.666666666666667,0,7,32,5,0,1
1,2,0,0,1,22,39.7,0,20,7,10,4,1.0,0,1,41,3,0,0
3,6,2,0,1,7,54.2,14,17,15,5,6,3.6666666666666665,0,3,43,5,0,0
1,2,1,0,1,0,,21,16,4,9,2,1.3333333333333333,0,2,31,2,0,0
5,10,2,1,1,12,,28,13,1,9,1,5.666666666666667,0,5,24,3,0,1
6,8,3,1,1,60,36.8,24,5,8,7,4,5.666666666666667,0,6,24,1,0,1
1,2,2,1,0,26,13.2,21,1,15,6,7,1.6666666666666667,0,2,29,1,0,0
4,8,0,0,1,22,60.6,29,1,2,4,6,4.0,0,4,13,3,0,1
2,4,4,0,0,41,25.1,29,20,13,7,6,3.3333333333333335,0,1,46,1,0,0
3,2,3,1,1,2,28.7,13,20,1,1,5,2.6666666666666665,0,4,27,1,0,0
1,7,2,0,0,49,51.7,9,14,1,2,3,3.3333333333333335,0,4,20,1,0,0
3,2,0,0,0,40,,18,18,3,10,7,1.6666666666666667,0,2,38,3,0,0
1,2,2,0,0,17,0.6,11,5,8,5,4,1.6666666666666667,1,3,22,5,0,1
3,2,2,0,1,17,49.9,22,1,9,0,6,2.3333333333333335,0,4,16,1,0,0
4,14,2,1,0,26,66.2,29,2,7,10,3,6.666666666666667,0,6,22,3,0,1
5,9,2,1,1,81,51.2,21,18,8,4,7,5.333333333333333,0,5,37,3,1,1
2,9,3,0,1,65,70.8,13,18,3,10,3,4.666666666666667,0,2,34,4,0,0
3,6,3,1,0,9,46.4,20,9,10,2,5,4.0,0,4,26,2,0,1
5,7,2,1,0,21,,30,9,3,7,3,4.666666666666667,0,1,22,3,0,0
10,11,0,0,0,56,44.4,3,5,13,1,2,7.0,0,6,21,5,0,1
0,11,0,0,0,53,,1,6,4,7,7,3.6666666666666665,0,1,24,4,0,1
4,5,0,0,1,39,,24,18,10,8,0,3.0,0,6,36,2,0,1
2,1,3,1,1,52,,1,20,14,5,7,2.0,0,3,46,5,0,0
2,9,2,1,0,7,64.9,10,1,7,3,0,4.333333333333333,0,3,11,5,0,1
0,4,0,0,1,44,40.6,21,12,9,1,3,1.3333333333333333,0,7,25,3,0,1
2,5,1,0,0,39,35.9,21,5,5,0,2,2.6666666666666665,0,2,12,1,0,0
6,5,2,1,0,16,18.9,7,13,8,1,5,4.333333333333333,0,5,27,5,0,1
6,10,2,1,1,75,,9,7,0,1,5,6.0,0,4,13,1,1,1
4,7,4,0,1,37,67.3,26,19,4,8,3,5.0,0,3,34,5,0,0
3,3,3,0,0,1,,15,18,14,5,0,3.0,0,1,37,4,0,0
4,1,0,0,0,0,52.8,6,13,4,6,6,1.6666666666666667,0,1,29,1,0,0
2,1,1,0,0,0,52.9,18,19,2,6,6,1.3333333333333333,0,2,33,2,0,0
5,7,2,0,1,68,67.0,15,2,11,6,6,4.666666666666667,0,5,25,3,0,1
0,9,2,0,1,42,29.8,10,7,9,1,6,3.6666666666666665,0,4,23,3,0,1
2,2,0,0,0,17,41.8,28,15,9,6,0,1.3333333333333333,0,4,30,1,0,0
1,3,2,0,0,37,63.7,25,10,4,1,2,2.0,0,2,17,2,0,0
5,9,5,0,1,37,,2,5,12,4,1,6.333333333333333,0,2,22,4,0,0
5,6,5,0,0,61,,14,11,14,10,4,5.333333333333333,0,3,39,3,0,1
5,10,2,1,1,65,26.5,5,12,12,1,3,5.666666666666667,0,6,28,4,0,1
8,12,4,1,1,56,39.7,3,2,8,10,1,8.0,0,5,21,3,0,1
1,0,1,0,0,0,,16,5,13,10,3,0.6666666666666666,0,1,31,5,0,0
0,2,0,0,1,12,51.3,17,7,12,8,7,0.6666666666666666,0,3,34,2,0,0
9,13,3,1,1,68,48.4,8,0,6,4,2,8.333333333333334,0,5,12,1,0,1
10,10,2,1,0,61,,8,3,15,0,1,7.333333333333333,0,3,19,1,0,0
3,1,3,1,1,26,20.5,0,3,13,1,6,2.3333333333333335,0,6,23,2,0,1
7,11,5,0,1,59,,25,10,9,3,6,7.666666666666667,0,6,28,3,0,1
3,8,1,0,1,16,46.0,5,8,1,1,7,4.0,0,2,17,3,0,0
4,0,0,0,0,74,13.3,21,9,5,1,6,1.3333333333333333,0,2,21,3,1,0
4,10,4,1,1,17,42.3,21,13,1,3,0,6.0,0,5,17,3,0,1
8,13,2,0,0,64,19.6,29,4,1,9,0,7.666666666666667,0,2,14,3,0,1
3,3,0,0,0,29,39.5,6,5,6,9,0,2.0,0,3,20,3,0,1
5,9,2,0,0,52,9.6,13,3,1,6,1,5.333333333333333,0,4,11,5,0,1
3,8,0,0,0,23,11.5,1,10,3,6,1,3.6666666666666665,0,6,20,3,0,1
5,6,3,0,0,14,68.4,25,3,9,6,4,4.666666666666667,0,1,22,2,0,0
4,11,3,0,0,30,2.7,3,8,5,0,7,6.0,1,2,20,3,0,1
4,2,1,1,0,14,22.8,9,12,0,4,7,2.3333333333333335,0,1,23,1,0,1
2,4,2,0,0,21,63.3,21,12,4,4,4,2.6666666666666665,0,1,24,3,0,0
6,1,4,1,0,0,57.2,29,2,10,7,5,3.6666666666666665,0,4,24,3,0,1
2,3,0,0,0,29,,12,11,8,6,6,1.6666666666666667,0,4,31,2,0,0
4,5,1,1,0,41,,11,2,0,4,7,3.3333333333333335,0,6,13,4,0,1
0,2,3,0,1,38,,23,17,7,0,4,1.6666666666666667,0,4,28,1,0,0
5,6,3,1,1,57,32.7,8,13,0,5,4,4.666666666666667,0,5,22,5,0,1
5,5,4,0,0,88,,12,2,5,6,1,4.666666666666667,0,1,14,2,1,0
0,0,0,0,0,0,,20,5,7,2,3,0.0,0,1,17,3,0,0
5,4,0,0,0,22,9.6,12,2,12,6,0,3.0,0,1,20,1,0,0
3,9,2,1,0,0,,8,7,10,4,0,4.666666666666667,0,5,21,3,0,1
3,3,2,1,0,0,24.7,12,19,1,4,1,2.6666666666666665,0,5,25,3,0,1
2,0,1,1,0,11,,9,12,10,7,7,1.0,0,2,36,1,0,0
2,3,1,1,1,21,61.1,21,7,8,9,4,2.0,0,2,28,2,0,0
5,4,0,0,0,23,26.5,14,15,4,5,7,3.0,0,7,31,3,0,1
7,3,1,0,0,35,,30,11,15,3,7,3.6666666666666665,0,2,36,2,0,0
5,2,1,0,0,64,71.0,27,15,11,1,3,2.6666666666666665,0,1,30,1,0,0
8,7,4,1,1,6,,5,16,12,7,5,6.333333333333333,0,1,40,5,0,0
2,6,1,1,0,26,26.3,20,15,2,3,3,3.0,0,2,23,1,0,0
3,10,4,1,1,31,27.5,7,16,6,3,6,5.666666666666667,0,2,31,1,0,0
1,9,1,1,1,48,29.6,11,3,11,10,6,3.6666666666666665,0,3,30,1,0,0
5,9,2,1,0,44,20.0,4,9,3,6,0,5.333333333333333,0,7,18,4,0,1
0,3,2,0,0,1,68.1,27,16,6,10,4,1.6666666666666667,0,4,36,1,0,0
7,9,4,1,0,10,21.2,3,8,4,3,4,6.666666666666667,0,5,19,3,0,1
8,8,1,1,0,52,37.8,3,4,0,9,6,5.666666666666667,0,3,19,5,0,1
2,2,5,0,0,27,,25,11,8,2,7,3.0,0,2,28,3,0,0
0,5,0,0,0,0,40.2,30,15,9,10,4,1.6666666666666667,0,4,38,2,0,0
5,5,2,0,1,54,15.9,12,7,6,9,2,4.0,0,4,24,5,0,1
0,2,0,0,1,29,,5,15,3,9,0,0.6666666666666666,0,3,27,3,0,0
4,10,1,1,0,63,,0,15,1,9,7,5.0,0,3,32,1,0,0
3,1,0,0,0,38,,28,16,6,8,4,1.3333333333333333,0,1,34,2,0,0
0,8,2,1,1,62,,7,19,0,6,4,3.3333333333333335,0,1,29,3,0,0
7,0,1,0,0,19,65.0,20,3,9,5,4,2.6666666666666665,0,6,21,3,0,1
5,2,0,0,0,24,10.5,11,12,14,9,2,2.3333333333333335,0,3,37,1,0,0
1,5,2,1,1,40,37.3,14,6,1,10,3,2.6666666666666665,0,4,20,5,0,1
0,0,0,0,0,13,,13,4,7,6,6,0.0,0,1,23,5,0,0
4,3,0,0,1,8,66.6,17,7,2,8,0,2.3333333333333335,0,1,17,4,0,0
0,2,1,1,0,7,2.8,8,10,15,9,2,1.0,1,2,36,4,0,0
1,2,0,0,0,77,59.1,26,18,15,2,1,1.0,0,1,36,3,1,0
3,3,2,0,0,45,,8,11,7,8,6,2.6666666666666665,0,6,32,4,0,1
0,0,1,1,0,0,46.2,15,9,6,4,2,0.3333333333333333,0,1,21,1,0,0
8,6,3,0,0,70,65.9,26,15,4,1,1,5.666666666666667,0,2,21,4,1,0
1,4,1,1,0,0,71.9,25,17,14,6,6,2.0,0,3,43,3,0,0
2,0,1,0,0,26,62.4,3,6,5,1,7,1.0,0,6,19,3,0,1
2,4,1,1,0,32,49.2,19,13,13,2,5,2.3333333333333335,0,3,33,1,0,0
4,1,1,0,0,33,31.9,24,6,4,1,0,2.0,0,1,11,1,0,0
4,6,4,1,1,3,57.8,2,7,3,4,3,4.666666666666667,0,1,17,1,0,0
2,0,1,1,0,13,,9,14,9,3,3,1.0,0,2,29,2,0,0
7,10,2,0,1,48,51.0,30,5,13,9,1,6.333333333333333,0,7,28,1,0,1
0,4,0,0,0,42,6.3,24,11,5,2,7,1.3333333333333333,0,1,25,3,0,0
5,13,4,1,1,26,16.4,29,3,2,8,3,7.333333333333333,0,6,16,4,0,1
2,9,2,0,0,13,,13,12,9,9,4,4.333333333333333,0,1,34,1,0,1
7,9,3,1,1,89,6.3,24,5,15,0,1,6.333333333333333,0,2,21,2,1,0
0,8,2,0,1,57,,23,17,6,8,2,3.3333333333333335,0,3,33,4,0,0
3,5,1,1,0,16,56.6,25,10,2,4,2,3.0,0,3,18,3,0,0
2,5,5,1,1,63,,30,12,14,0,2,4.0,0,1,28,1,0,0
3,9,1,1,1,38,65.6,17,8,8,10,5,4.333333333333333,0,1,31,3,0,0
6,0,0,0,0,32,40.4,1,19,5,5,7,2.0,0,1,36,2,0,0
3,0,0,0,0,7,48.9,13,19,15,1,0,1.0,0,2,35,5,0,0
2,0,2,1,0,0,66.3,0,5,2,1,7,1.3333333333333333,0,2,15,2,0,1
4,2,3,1,1,29,,3,2,11,10,4,3.0,0,2,27,1,0,1
5,7,5,1,0,38,8.6,25,11,12,2,7,5.666666666666667,0,3,32,1,0,1
8,12,3,1,1,72,29.3,0,10,2,5,3,7.666666666666667,0,3,20,1,1,1
1,1,1,1,0,2,22.6,8,17,14,1,1,1.0,0,2,33,3,0,0
3,4,0,0,0,34,63.4,17,2,12,10,7,2.3333333333333335,0,3,31,3,0,1
5,5,4,1,1,69,6.6,7,12,9,8,2,4.666666666666667,0,5,31,2,0,1
4,6,4,0,1,92,3.9,19,3,1,7,6,4.666666666666667,1,7,17,2,1,1
4,3,1,0,1,29,9.3,26,13,0,5,6,2.6666666666666665,0,2,24,1,0,0
1,12,3,1,1,50,,27,3,2,2,3,5.333333333333333,0,7,10,5,0,1
4,2,0,0,0,67,3.5,14,1,11,8,1,2.0,1,2,21,4,0,1
1,5,3,1,0,72,,24,8,15,10,2,3.0,0,2,35,4,1,0
4,0,1,0,0,0,63.8,24,10,10,5,0,1.6666666666666667,0,4,25,2,0,0
2,6,0,0,1,32,,28,9,14,10,2,2.6666666666666665,0,1,35,5,0,0
5,7,1,1,0,21,9.2,9,5,12,10,4,4.333333333333333,0,4,31,1,0,0
2,0,0,0,0,5,,8,2,15,0,2,0.6666666666666666,0,1,19,5,0,0
3,2,2,1,0,0,10.1,28,13,5,10,2,2.3333333333333335,0,3,30,4,0,1
0,0,1,1,0,9,62.0,24,6,11,8,2,0.3333333333333333,0,5,27,3,0,1
7,7,3,1,1,51,10.0,22,4,4,2,5,5.666666666666667,0,2,15,2,0,1
0,0,2,0,0,52,,19,20,12,8,7,0.6666666666666666,0,1,47,1,0,0
2,0,0,0,0,2,,14,13,11,5,3,0.6666666666666666,0,7,32,1,0,1
4,15,3,1,1,48,,18,1,13,4,1,7.333333333333333,0,5,19,1,0,1
0,0,2,0,0,0,60.9,30,11,1,6,5,0.6666666666666666,0,1,23,5,0,0
0,2,0,0,0,1,11.1,6,6,12,2,1,0.6666666666666666,0,2,21,3,0,0
10,10,2,1,1,100,11.4,11,17,2,1,4,7.333333333333333,0,6,24,4,1,1
6,10,4,1,0,18,71.5,4,15,13,0,4,6.666666666666667,0,1,32,5,0,0
6,8,2,0,0,20,53.4,6,1,0,4,1,5.333333333333333,0,1,6,2,0,0
7,9,3,1,0,58,14.4,0,7,5,6,3,6.333333333333333,0,1,21,1,0,0
5,5,4,0,0,75,35.5,21,20,7,2,7,4.666666666666667,0,3,36,3,1,0
7,11,3,1,1,73,,6,5,11,0,1,7.0,0,6,17,3,1,1
6,8,0,0,0,45,38.2,2,7,2,5,2,4.666666666666667,0,4,16,3,0,0
0,5,0,0,0,0,66.3,4,19,13,7,4,1.6666666666666667,0,2,43,1,0,0
6,7,5,1,0,93,,9,19,5,8,3,6.0,0,2,35,1,1,0
8,3,3,1,0,46,38.7,9,18,7,5,7,4.666666666666667,0,1,37,5,0,0
1,3,4,1,1,13,,29,20,1,3,4,2.6666666666666665,0,6,28,2,0,1
1,0,2,0,0,14,,11,13,7,7,4,1.0,0,2,31,4,0,0
5,5,1,0,1,44,36.8,18,17,1,0,1,3.6666666666666665,0,6,19,5,0,1
7,4,2,1,1,58,31.7,9,16,15,4,1,4.333333333333333,0,3,36,1,0,0
0,1,0,0,0,18,46.8,30,17,11,4,7,0.3333333333333333,0,1,39,3,0,0
0,0,0,0,0,6,0.6,20,10,0,7,6,0.0,1,6,23,3,0,1
3,2,0,0,1,77,5.0,27,4,0,10,1,1.6666666666666667,0,3,15,3,1,1
4,0,0,0,0,14,2.8,3,5,2,0,2,1.3333333333333333,1,4,9,3,0,0
7,3,2,1,1,69,,10,4,1,3,6,4.0,0,6,14,2,0,1
5,0,0,0,0,35,26.7,0,6,14,3,1,1.6666666666666667,0,4,24,3,0,0
0,6,2,1,0,40,70.6,3,20,4,5,0,2.6666666666666665,0,3,29,2,0,0
10,5,1,1,1,53,55.6,28,0,2,10,5,5.333333333333333,0,6,17,5,0,1
1,0,3,0,0,0,,27,5,6,7,4,1.3333333333333333,0,3,22,5,0,0
1,5,0,0,0,16,47.6,5,18,2,6,5,2.0,0,1,31,3,0,0
7,5,4,0,1,54,,6,5,6,4,4,5.333333333333333,0,2,19,2,0,0
5,5,2,1,0,29,,24,4,10,2,2,4.0,0,3,18,1,0,1
0,8,2,1,0,58,68.1,18,9,4,2,0,3.3333333333333335,0,1,15,4,0,0
2,8,0,0,1,73,,17,14,15,2,4,3.3333333333333335,0,2,35,5,1,0
0,3,2,0,0,34,49.0,21,4,13,10,0,1.6666666666666667,0,5,27,5,0,1
3,1,6,1,0,29,34.9,30,20,7,10,5,3.3333333333333335,0,2,42,5,0,1
1,5,3,0,1,25,13.0,18,10,4,7,0,3.0,0,1,21,1,0,0
5,6,0,0,1,35,48.3,16,4,13,9,4,3.6666666666666665,0,1,30,1,0,0
1,5,0,0,0,2,22.2,12,9,4,8,2,2.0,0,1,23,3,0,0
0,5,1,0,0,10,57.7,2,7,7,0,3,2.0,0,2,17,5,0,0
5,8,2,0,0,10,68.5,7,20,4,2,6,5.0,0,3,32,3,0,0
4,9,1,0,1,0,64.8,26,20,3,1,7,4.666666666666667,0,1,31,5,0,0
0,2,2,1,0,3,,30,10,4,2,2,1.3333333333333333,0,2,18,3,0,0
5,0,2,0,0,11,22.2,26,2,0,3,6,2.3333333333333335,0,1,11,4,0,0
0,2,0,0,1,57,31.1,6,2,14,1,0,0.6666666666666666,0,1,17,5,0,1
0,0,1,1,0,0,,30,7,14,9,1,0.3333333333333333,0,7,31,5,0,1
4,0,1,1,0,36,9.8,29,6,10,8,3,1.6666666666666667,0,1,27,1,0,0
1,5,2,0,1,36,,2,5,7,8,3,2.6666666666666665,0,1,23,1,0,0
2,0,3,1,0,0,2.5,13,10,8,2,3,1.6666666666666667,1,2,23,3,0,0
0,5,2,0,1,28,14.0,16,12,9,6,0,2.3333333333333335,0,4,27,2,0,1
4,3,4,1,0,16,19.9,23,17,10,1,4,3.6666666666666665,0,1,32,4,0,0
4,4,3,1,0,40,,28,20,12,0,5,3.6666666666666665,0,1,37,5,0,0
0,1,3,0,0,0,44.3,4,20,15,5,6,1.3333333333333333,0,3,46,5,0,0
2,3,3,1,1,81,12.8,13,18,14,7,1,2.6666666666666665,0,3,40,1,1,1
1,6,2,1,0,0,56.7,18,15,2,0,6,3.0,0,4,23,5,0,0
5,6,5,1,0,40,40.3,20,11,13,8,5,5.333333333333333,0,7,37,4,0,1
6,7,1,0,1,47,36.2,27,9,3,9,4,4.666666666666667,0,3,25,5,0,1
0,0,3,1,0,19,40.0,9,15,15,8,5,1.0,0,1,43,5,0,0
0,7,0,0,0,8,68.1,23,13,0,6,6,2.3333333333333335,0,4,25,4,0,1
0,0,1,0,0,0,22.3,30,13,11,5,6,0.3333333333333333,0,1,35,4,0,0
4,3,1,0,1,52,13.8,11,14,12,2,6,2.6666666666666665,0,3,34,1,0,1
7,5,3,0,0,76,,6,11,3,3,3,5.0,0,1,20,2,1,1
0,3,0,0,0,0,,26,18,14,7,1,1.0,0,4,40,4,0,1
1,8,3,0,0,10,41.3,9,6,12,5,1,4.0,0,2,24,1,0,0
6,7,2,1,0,37,28.4,2,10,1,8,5,5.0,0,1,24,3,0,0
2,7,4,0,1,39,68.5,8,17,9,3,2,4.333333333333333,0,1,31,4,0,0
5,10,2,1,1,17,68.0,4,0,7,7,2,5.666666666666667,0,7,16,3,0,1
5,7,0,0,0,86,,0,18,3,7,3,4.0,0,6,31,5,1,1
0,2,0,0,0,30,63.2,1,14,1,6,7,0.6666666666666666,0,3,28,4,0,1
6,11,4,1,1,57,3.6,9,0,9,8,7,7.0,1,4,24,3,0,1
4,5,2,0,1,12,23.7,13,19,9,10,0,3.6666666666666665,0,4,38,1,0,0
1,0,2,0,0,22,19.1,12,13,10,8,0,1.0,0,7,31,3,0,1
4,7,3,1,0,36,70.8,6,0,10,9,3,4.666666666666667,0,1,22,5,0,0
1,6,4,1,0,10,16.8,24,20,7,10,1,3.6666666666666665,0,2,38,3,0,0
0,2,1,0,0,4,66.2,24,20,8,4,0,1.0,0,1,32,4,0,0
1,2,2,1,1,17,69.1,4,3,10,1,3,1.6666666666666667,0,1,17,4,0,0
2,4,0,0,0,32,5.0,25,19,10,4,2,2.0,0,1,35,5,0,0
4,6,1,0,1,59,4.8,7,18,9,7,6,3.6666666666666665,1,4,40,4,0,0
6,11,2,1,0,33,44.5,24,16,10,8,2,6.333333333333333,0,2,36,2,0,0
0,5,1,1,1,35,29.3,0,10,3,7,0,2.0,0,3,20,1,0,0
4,6,2,1,1,50,67.3,7,14,3,8,3,4.0,0,1,28,1,0,0
2,9,3,0,1,11,47.7,23,19,11,9,4,4.666666666666667,0,2,43,1,0,0
3,3,2,1,1,47,,17,17,5,9,2,2.6666666666666665,0,2,33,1,0,1
3,6,1,1,0,48,6.3,6,12,14,4,2,3.3333333333333335,0,1,32,4,0,0
1,7,3,1,1,30,,27,19,8,9,4,3.6666666666666665,0,4,40,5,0,1
8,1,0,0,1,18,45.6,30,14,12,5,7,3.0,0,7,38,1,0,1
3,16,5,1,1,82,47.7,14,16,11,0,1,8.0,0,6,28,5,1,1
1,2,1,0,1,48,50.4,29,13,11,2,5,1.3333333333333333,0,7,31,4,0,1
2,4,0,0,0,17,21.0,10,6,4,3,6,2.0,0,3,19,3,0,0
5,5,1,0,0,24,52.1,3,8,6,7,5,3.6666666666666665,0,1,26,1,0,0
3,4,0,0,1,0,24.4,17,4,15,0,6,2.3333333333333335,0,3,25,3,0,0
1,6,1,1,1,32,42.0,5,4,12,3,2,2.6666666666666665,0,4,21,3,0,1
8,11,2,0,1,54,25.8,23,1,0,1,3,7.0,0,6,5,4,0,1
3,0,0,0,0,8,,3,18,0,5,0,1.0,0,2,23,4,0,0
0,2,2,0,0,29,45.4,6,7,6,3,1,1.3333333333333333,0,1,17,1,0,0
0,5,2,0,0,55,59.3,25,16,12,2,0,2.3333333333333335,0,2,30,5,0,0
0,1,0,0,1,31,28.5,19,14,13,7,4,0.3333333333333333,0,4,38,3,0,0
3,1,1,0,0,13,,19,4,6,5,6,1.6666666666666667,0,1,21,3,0,0
5,6,6,1,1,64,43.1,9,16,5,8,1,5.666666666666667,0,2,30,2,0,0
1,4,0,0,1,81,21.8,28,1,10,4,5,1.6666666666666667,0,3,20,3,1,1
5,1,0,0,0,33,,10,8,12,0,0,2.0,0,6,20,5,0,1
